Price incl. 19 % VAT - valid from 01.01.2021;PNC;GARDENA Part Number
5,66;520590001;07949-00.900.03
40,64;520590101;07950-00.900.01
17,7;520590301;07951-00.620.00
3,59;520590601;07951-00.900.03
6,83;520590701;07951-00.900.04
6,83;520591201;07952-00.900.03
6,15;520591301;07952-00.900.04
47,99;520591601;07952-00.900.07
54,57;520591701;07952-00.901.00
67,48;520592501;07958-00.900.01
2,81;520592701;07976-00.900.02
21,57;520592801;07976-00.900.03
3,97;520592901;07976-00.900.04
3,4;520593001;07976-00.900.05
21,24;520593101;07976-00.900.06
36,01;520593201;07976-00.900.07
62,42;520593401;07976-00.900.09
1,01;520593501;07976-00.900.10
1,18;520593601;07976-00.900.11
33,11;520593701;07977-00.900.01
81,21;520593801;07977-00.900.02
14,23;576155101;08000-00.600.01
14,38;576155301;08000-00.600.06
8,26;576155501;08000-00.600.16
7,46;576155601;08000-00.600.21
7,83;576155701;08000-00.600.26
18,15;577906001;08000-00.611.00
20,34;576157501;08000-00.620.00
21,24;576156001;08000-00.630.01
32,23;576157701;08000-00.640.00
16,64;576157801;08004-00.650.00
4,84;576156401;08004-00.650.01
2,89;576156501;08004-00.650.06
4,71;576156601;08004-00.650.11
24,87;576156901;08006-00.630.01
6,46;576184301;08007-00.600.06
12,69;576157001;08007-00.600.26
12,69;576157002;08007-00.600.27
18,23;576557701;08009-00.703.00
17,79;576184901;08010-00.610.00
17,6;587664801;08010-00.722.00
3,84;581104901;08022-00.600.01
6,5;585008801;08022-00.600.21
2,74;585009201;08022-00.600.23
4,66;585010001;08022-00.600.31
4,66;585010101;08022-00.600.32
2,95;585010201;08022-00.600.33
17,7;585010301;08022-00.600.41
2,74;585010401;08022-00.600.42
1,01;588564201;08022-00.600.46
2,88;582613201;08022-00.600.55
1,63;585011901;08022-00.600.74
1,43;585012001;08022-00.600.75
1,43;585012101;08022-00.600.76
9,44;582603901;08022-00.600.88
3,11;596828001;08022-00.600.89
0,56;590938901;08022-00.600.96
16,72;588407301;08022-00.717.00
4,5;586740101;08022-00.720.00
8,82;588509301;08022-00.730.00
5,68;585658101;08023-00.600.02
9,25;582653901;08023-00.600.07
27,3;586927101;08023-00.650.06
5,7;584657801;08023-00.900.01
31,89;584658001;08023-00.900.03
1,32;584658101;08023-00.900.04
16,51;584893901;08023-00.900.05
17,6;587454201;08023-00.901.00
27,92;589871801;08025-00.630.00
10,08;584894401;08025-00.900.01
71,13;584894501;08025-00.900.02
5,95;584894601;08025-00.900.03
16,51;584897601;08025-00.900.04
109,54;590176201;08025-00.900.07
3,65;520594101;08100-00.710.00
0,54;590939101;08101-00.600.23
8,44;524194801;08101-00.625.00
2,65;520594501;08102-00.600.07
2,76;582707801;08102-00.600.08
2,37;520594601;08102-00.600.11
2,37;520594701;08104-00.600.01
2,75;524203501;08104-00.600.16
3,56;524203601;08104-00.702.00
2,74;520594901;08106-00.600.11
4,3;520595001;08106-00.610.00
2,21;520595101;08108-00.600.16
7,13;524212101;08114-00.600.00
3,02;520595301;08119-00.600.07
3,11;520595601;08125-00.600.01
10,35;510116201;08133-00.600.20
4,68;581135801;08133-00.600.26
11,48;581164001;08133-00.702.00
7,77;581104601;08135-00.741.00
17,4;581104701;08135-00.751.00
32,94;524243401;08138-00.701.00
1,57;524244901;08141-00.600.16
2,95;524245001;08141-00.600.21
1,96;524245601;08141-00.600.66
3,89;524246201;08141-00.701.00
12;524246501;08141-00.750.00
3,47;524246601;08141-00.800.26
3,47;524248901;08143-00.600.26
12,39;524249001;08143-00.610.00
2,24;524249101;08143-00.700.01
6,08;524249201;08143-00.701.00
3,75;520596001;08153-00.600.06
3,84;582251401;08153-00.621.00
4,57;520596201;08154-00.610.00
2,56;520596301;08166-00.600.06
3,3;520596401;08167-00.600.01
4,39;510116301;08187-00.600.11
3,81;524284101;08187-00.600.21
2,37;524284501;08187-00.711.00
1,7;578345801;08188-00.600.16
3,89;578772101;08188-00.600.21
3,83;578345401;08188-00.610.00
9,28;574164101;08203-00.600.01
4,78;574311501;08203-00.600.11
2,34;581514701;08203-00.600.18
4,12;574311601;08203-00.600.21
1,01;576831201;08203-00.600.58
4,25;574312301;08203-00.620.00
2,75;577707701;08203-00.731.00
4,5;575839301;08203-00.799.00
18,11;574583301;08204-00.610.00
6,32;575839401;08204-00.799.00
9,28;574133401;08205-00.600.01
4,25;574363801;08205-00.610.00
18,11;574583501;08206-00.610.00
14,97;580309301;08220-00.600.01
6,37;580309601;08220-00.600.11
5,05;580309701;08220-00.600.21
4,02;585648101;08220-00.600.22
1,82;580329501;08220-00.610.31
16,21;581869401;08220-00.740.00
34,84;590900601;08220-00.799.00
2;590877301;08220-00.900.01
2;596689501;08220-00.900.02
16,21;599289401;08223-00.740.00
11,04;529301902;08250-00.630.00
20,48;576465101;08253-00.600.06
20,48;576465201;08253-00.600.11
2,4;577256701;08253-00.600.26
48,71;588603101;08253-00.711.00
8,32;529304601;08254-00.630.00
11,71;575860901;08254-00.799.00
12,48;524295701;08313-00.600.06
1,75;524295801;08313-00.600.11
1,96;524295901;08313-00.620.00
0,83;524307001;08330-00.600.00
1,88;520596801;08333-00.600.06
1,01;574807701;08333-00.600.08
1,18;580935201;08333-00.600.12
0,92;524311401;08334-00.600.00
1,09;524319801;08357-00.600.00
5,38;580329901;08361-00.600.01
4,07;524323901;08362-00.600.00
0,83;524326701;08381-00.600.00
1,14;520597401;08700-00.600.15
1,93;520597501;08700-00.600.16
1,74;579489001;08700-00.600.25
13,65;520597601;08701-00.600.05
1,82;580908401;08701-00.600.10
2,36;520597801;08701-00.600.14
1,84;520597901;08701-00.600.15
1,88;520598001;08701-00.600.17
1,33;520598101;08701-00.600.19
2,43;520598201;08701-00.600.21
1,32;585673901;08701-00.600.25
13,79;520598401;08701-00.810.22
13,22;520598601;08702-00.600.03
1,84;520598701;08702-00.600.05
1,21;520598901;08702-00.600.08
12,71;582323301;08702-00.600.31
13,79;520599001;08702-00.810.09
5,84;582767101;08707-00.600.01
6,01;582767201;08707-00.600.06
24,31;520599101;08710-00.600.01
23,47;520599201;08710-00.600.02
1,74;520599701;08710-00.600.23
1,68;520599801;08710-00.600.24
1,33;520599901;08710-00.600.25
2,15;520600001;08710-00.600.26
1,93;520600101;08710-00.600.30
2,83;525449801;08710-00.600.31
2,74;525449901;08710-00.600.32
2,83;525449802;08710-00.600.36
2,74;595871801;08710-00.600.39
23,88;520600201;08711-00.600.01
7,71;520600301;08711-00.600.05
7,43;520600401;08711-00.600.06
3,13;520600501;08711-00.600.15
1,94;520600601;08711-00.600.16
1,77;520600701;08711-00.600.17
1,14;520600801;08711-00.600.19
23,21;520601001;08711-00.600.23
9,23;580690101;08714-00.600.01
11,07;580644401;08716-00.600.01
13,17;580690201;08717-00.600.01
1,92;520601401;08734-00.600.03
6,96;520601701;08735-00.600.03
2,44;520601901;08735-00.600.05
2,07;524357001;08735-00.600.06
1,96;520602001;08735-00.600.07
4,99;520602101;08735-00.600.09
2;520602401;08735-00.600.13
2,36;520602701;08735-00.600.17
2;579413601;08735-00.600.27
3,34;578255201;08735-00.600.30
1,82;584983001;08737-00.620.00
19,04;586695501;08737-00.630.00
20,65;585991101;08738-00.610.00
6,69;584278101;08739-00.600.06
3,38;584278201;08739-00.600.11
1,68;586469801;08739-00.600.24
20,73;585991201;08739-00.610.00
1,89;584983601;08739-00.620.00
17,05;584279101;08742-00.600.26
2,7;584279201;08742-00.600.31
1,57;584279301;08742-00.600.32
1,21;584983801;08742-00.600.35
20,24;584279701;08743-00.600.06
1,14;584850801;08745-00.600.12
1,48;584850501;08745-00.600.13
24,79;585991301;08745-00.610.00
5,45;520603201;08748-00.900.01
5,27;520603301;08748-00.900.02
2,55;520603401;08748-00.900.03
14,04;520603501;08749-00.900.01
13,07;520603601;08749-00.900.02
10,31;520603701;08749-00.900.03
1,69;520603801;08749-00.900.04
2,28;520604101;08754-00.600.06
1,01;520604301;08754-00.600.08
0,67;520604401;08754-00.600.09
1,63;520604501;08755-00.600.01
0,68;520604601;08755-00.600.02
1,63;578259001;08755-00.600.05
3,44;520604701;08767-00.600.05
0,83;520604801;08767-00.600.06
3,72;578292001;08767-00.600.66
3,44;520604901;08767-00.799.00
2,74;520605101;08768-00.600.04
15,35;520605401;08770-00.600.01
3,61;520605601;08770-00.600.10
3,19;520605801;08770-00.600.12
1,88;520606101;08770-00.600.18
1,32;524380401;08770-00.600.20
3,83;574373101;08770-00.600.23
3,17;574373301;08770-00.600.24
15,78;577611301;08770-00.600.31
2,36;520606201;08770-00.610.11
14,08;520606401;08771-00.600.01
8,58;576654401;08771-00.600.06
1,98;576654501;08771-00.600.07
21,16;576287601;08773-00.600.01
6,22;576288401;08773-00.600.19
2,45;576288801;08773-00.600.32
2,08;576289001;08773-00.600.34
1,33;576289101;08773-00.600.35
7,63;577984301;08773-00.600.60
2,27;584842201;08774-00.600.36
1,27;585541901;08774-00.600.46
4,31;584891401;08775-00.600.21
2,36;585558101;08775-00.600.51
21,32;585558201;08777-00.600.26
1,93;585055601;08777-00.600.46
2,25;585558301;08777-00.600.51
3,3;585558401;08777-00.600.52
1,73;585558501;08777-00.600.53
28,5;585559101;08778-00.600.26
10,42;593758501;08782-00.600.45
21,88;593335001;08782-00.600.50
6,27;579837801;08782-00.640.15
12,46;524396001;08785-00.600.04
13,91;524396101;08785-00.600.05
2,36;524396301;08785-00.600.07
2,46;524396401;08785-00.600.08
1,73;525423501;08785-00.600.11
12,38;524398101;08787-00.600.58
1,93;524399101;08788-00.600.01
1,93;524399201;08788-00.600.02
1,82;524399301;08788-00.600.03
5,74;524399401;08788-00.600.04
5,74;574038301;08788-00.600.07
5,74;501298101;08788-00.600.11
12,63;524400501;08790-00.600.01
11,77;524401701;08792-00.600.01
13,14;524401801;08792-00.600.02
1,84;524402201;08792-00.600.08
2,59;524402301;08792-00.600.10
11,44;524403501;08793-00.600.01
6,79;524403601;08793-00.600.02
2,61;524403801;08793-00.600.04
4,56;525541301;08793-00.815.03
11,09;574335501;08798-00.600.09
2,42;574334501;08798-00.600.13
2,68;574334801;08798-00.600.28
1,74;574236901;08798-00.600.32
1,63;574237001;08798-00.600.33
1,01;574335401;08798-00.600.36
2;574335301;08798-00.600.40
2,43;574367301;08798-00.600.48
2,45;574296501;08798-00.600.49
1,33;574335701;08798-00.600.51
0,6;574334901;08798-00.600.52
3,75;520606901;08800-00.610.00
29,87;520608201;08803-00.730.00
14,3;520608701;08804-00.650.00
5,77;520608901;08804-00.720.00
15,24;520609001;08804-00.730.00
6,66;520609201;08804-00.800.46
35,19;520609601;08805-00.730.00
1,95;524412801;08806-00.600.16
38,32;520610001;08820-00.640.00
3,27;522774201;08820-00.640.03
39,82;520610101;08825-00.730.00
25,13;520610201;08829-00.610.00
32,96;520610301;08829-00.640.00
21,53;520610401;08829-00.650.00
40,2;520610901;08830-00.600.80
52,79;520611101;08830-00.670.00
16,12;520611201;08830-00.799.00
13,71;574779401;08831-00.610.00
163,97;575931701;08831-00.701.00
61,39;580489501;08834-00.701.00
199,36;575932301;08836-00.701.00
11,5;585028601;08837-00.600.03
2,68;585028701;08837-00.600.05
264,51;575932501;08837-00.701.00
173,37;525755501;08838-00.701.00
1,32;524431201;08839-00.600.04
70,89;525755601;08839-00.701.00
16,01;524432101;08840-00.600.01
3,59;524432401;08840-00.600.06
1,63;524432801;08840-00.610.03
44,53;574807801;08840-00.751.00
12,67;524436801;08841-00.700.01
11,14;580489601;08844-00.900.01
12,66;580489701;08844-00.900.02
40,89;580489801;08844-00.900.03
4,31;525625901;08845-00.900.01
9,87;525626001;08845-00.900.02
13,14;525626101;08845-00.900.03
12,45;525626201;08845-00.900.04
0,68;525626301;08845-00.900.05
4,5;525626401;08845-00.900.06
49,16;525626501;08845-00.900.07
1,37;525626601;08845-00.900.08
1,82;525626701;08845-00.900.09
4,43;525626801;08845-00.900.10
6,3;525626901;08845-00.900.11
15,96;525627101;08845-00.900.12
8,19;524438001;08846-00.600.01
13,38;524438101;08846-00.600.02
1,73;524438401;08846-00.610.02
21,3;585367701;08846-00.763.00
11,82;524441901;08847-00.600.04
11,27;524442001;08847-00.600.05
4,21;524442101;08847-00.600.10
5,49;524442201;08847-00.600.11
4,51;524442401;08847-00.600.14
4,21;524443501;08847-00.610.09
11,59;575568401;08847-00.610.11
5,14;524443901;08847-00.615.00
15,93;524444001;08847-00.640.00
2,36;524445201;08847-00.670.04
23,47;524446001;08847-00.730.00
49,42;574808201;08847-00.751.00
13,52;524446201;08847-00.780.00
0,68;525809401;08848-00.610.02
42,19;529306801;08848-00.630.00
23,38;524448201;08848-00.730.00
74,26;574808701;08848-00.751.00
5,91;574726101;08851-00.900.01
75,02;574726201;08851-00.900.02
1,21;574727101;08851-00.900.04
15,92;574727301;08851-00.900.05
1,32;574727401;08851-00.900.06
12,7;574727601;08851-00.900.07
2,3;574727801;08851-00.900.08
2,37;574728001;08851-00.900.09
4,01;574728101;08851-00.900.10
4,01;574728301;08851-00.900.11
4,08;574728401;08851-00.900.12
1,21;574728601;08851-00.900.13
4,96;574728701;08852-00.900.01
3,92;574728801;08852-00.900.02
16,91;574728901;08852-00.900.03
75,53;574729001;08852-00.900.04
1,21;574729101;08852-00.900.05
1,21;574729201;08852-00.900.06
15,92;574729301;08852-00.900.07
4,25;574729401;08852-00.900.08
2,95;574729501;08852-00.900.09
1,93;574729601;08852-00.900.10
4,12;574729801;08852-00.900.11
10,1;574730001;08852-00.900.12
10,61;574730201;08852-00.900.13
9,91;574730301;08852-00.900.14
1,21;574730401;08852-00.900.15
2,05;574730501;08852-00.900.16
1,37;574730601;08852-00.900.17
2,74;574730901;08852-00.900.18
5,02;574731001;08852-00.900.19
3,33;574731201;08852-00.900.20
7,44;574731401;08852-00.900.21
1,42;574731601;08852-00.900.22
2;574731701;08852-00.900.23
4,02;574731901;08852-00.900.24
7,52;574732001;08852-00.900.25
4,18;574732101;08852-00.900.26
4,33;574732301;08852-00.900.27
5,78;574732501;08852-00.900.28
2,12;574732701;08852-00.900.29
4,2;574732801;08852-00.900.30
23,5;574733001;08852-00.900.31
7,38;574733101;08852-00.900.32
2;574733301;08852-00.900.33
4,84;574733601;08852-00.900.34
12,35;574733701;08852-00.900.35
1,63;574733801;08852-00.900.36
1,7;574733901;08852-00.900.37
1,32;574734001;08852-00.900.38
32,82;576996901;08852-00.900.39
5,93;588950401;08854-00.600.06
5,81;582712601;08854-00.600.12
5,31;588951801;08855-00.600.02
1,57;588951901;08855-00.600.03
5,5;582712701;08855-00.600.06
1,82;588948201;08857-00.600.16
1,52;588933001;08857-00.600.21
1,48;588932701;08857-00.600.22
2,45;588948401;08857-00.600.23
6,06;588948501;08857-00.600.25
5,89;588948701;08857-00.600.26
8,33;584658201;08860-00.900.01
8,47;584658301;08860-00.900.02
1,63;587525101;08860-00.900.03
27,94;574806301;08865-00.900.02
0,68;574797601;08865-00.900.03
4,93;574806401;08865-00.900.04
24,32;574797901;08865-00.900.05
1,21;574797801;08865-00.900.06
0,99;574799501;08865-00.900.07
1,33;597395401;08865-00.900.09
1,98;574798001;08865-00.900.10
33,08;574796001;08865-00.900.11
2,63;574834601;08865-00.900.12
12,5;574799701;08865-00.900.13
1,33;574796401;08865-00.900.14
8,73;574796301;08865-00.900.15
6,31;574796701;08865-00.900.16
13,65;574795401;08865-00.900.17
14,61;574799801;08865-00.900.19
18,92;588051101;08866-00.600.01
18,27;588051201;08866-00.600.02
3,53;586640701;08866-00.900.01
25,5;586640801;08866-00.900.02
1,21;586640901;08866-00.900.03
8,15;586641001;08866-00.900.04
1,18;586641101;08866-00.900.05
1,18;586641201;08866-00.900.06
3,38;586641301;08866-00.900.07
1,01;586641401;08866-00.900.08
2,61;586641501;08866-00.900.09
1,63;586641601;08866-00.900.10
1,43;586641701;08866-00.900.11
3,08;586641801;08866-00.900.12
1,33;586641901;08866-00.900.13
1,93;586642001;08866-00.900.14
11,97;586642101;08866-00.900.15
5,3;586642201;08866-00.900.16
2,23;586642401;08866-00.900.17
8,1;586642601;08866-00.900.18
33,65;586644901;08866-00.900.19
7,33;586645001;08866-00.900.20
45,2;586645101;08866-00.900.21
1,21;586645201;08866-00.900.22
2,36;586645301;08866-00.900.23
6,05;586645401;08866-00.900.24
1,63;586645501;08866-00.900.25
3,89;586645601;08866-00.900.26
82,19;586645701;08866-00.900.27
1,21;586645801;08866-00.900.28
6,31;586645901;08866-00.900.29
6,31;586646001;08866-00.901.00
12,09;586646101;08866-00.902.00
20,12;586646201;08866-00.903.00
5,71;586646301;08866-00.904.00
138,24;586646401;08866-00.905.00
20,06;587322301;08868-00.610.01
20,09;587322401;08868-00.610.02
10,51;587322601;08868-00.610.04
7,07;587322901;08868-00.610.07
7,24;587323401;08868-00.610.12
1,33;587323501;08868-00.610.13
31,92;587323801;08868-00.610.16
1,74;587324801;08868-00.610.26
2,68;587325001;08868-00.610.28
1,33;587434101;08868-00.610.32
3,08;587781901;08868-00.610.33
2,74;587782001;08868-00.610.34
8,78;587782601;08868-00.610.37
0,99;587782901;08868-00.610.38
0,68;587783001;08868-00.610.39
1,74;588139801;08868-00.610.45
14,2;587325401;08868-00.611.00
84,79;587428301;08868-00.613.00
15,86;582073301;08868-00.901.00
16,96;575666101;08870-00.900.01
1,14;575666201;08870-00.900.02
10,56;575666301;08870-00.900.03
2,61;575666401;08870-00.900.04
3,33;575668701;08870-00.900.05
1,93;575666501;08870-00.900.06
5,58;575666601;08870-00.900.07
1,32;575666701;08870-00.900.08
1,93;575666901;08870-00.900.09
5,31;575667001;08870-00.900.10
7,34;575667101;08870-00.900.11
43,97;575780701;08870-00.900.12
5,51;575667301;08870-00.900.13
8,15;575667401;08870-00.900.14
3,65;575667501;08870-00.900.15
2,17;575782101;08870-00.900.16
83,86;588103501;08870-00.901.00
48,16;575780801;08871-00.900.01
43,97;580490001;08872-00.900.02
39,66;580490101;08872-00.900.03
11,78;580490201;08872-00.900.04
12,36;580490301;08872-00.900.05
16,86;580496401;08872-00.900.06
3,72;580496501;08872-00.900.07
4,25;580496601;08872-00.900.08
0,68;580496801;08872-00.900.10
2,56;580496901;08872-00.900.11
0,88;580497001;08872-00.900.12
7,5;580497101;08872-00.900.13
1,32;580497201;08872-00.900.14
5,13;575792301;08873-00.900.03
1,93;575792401;08873-00.900.04
10,5;575792501;08873-00.900.05
5,21;575792601;08873-00.900.06
1,32;575792701;08873-00.900.07
4,21;575792801;08873-00.900.08
6,4;575792901;08873-00.900.09
46,37;575793001;08873-00.900.10
52,35;575793101;08873-00.900.11
4,02;575793201;08873-00.900.12
7,22;575793301;08873-00.900.13
5,51;575793401;08873-00.900.14
50,25;584658401;08874-00.900.01
8,62;584658501;08874-00.900.02
4,21;522500801;08875-00.600.07
9,92;522808601;08875-00.600.12
4,57;522502401;08875-00.600.13
10,13;522501201;08875-00.600.15
5,91;525460001;08875-00.600.16
1,93;576035001;08875-00.600.20
1,63;576033001;08875-00.600.23
1,98;574796901;08875-00.600.28
50,25;522502601;08875-00.610.00
4,21;522494901;08875-00.610.04
84,3;522870901;08875-00.620.00
65,57;576034301;08875-00.630.00
45,39;523019501;08875-00.660.00
9,65;522786501;08875-00.660.01
10,17;522494701;08875-00.670.01
17,97;525596801;08875-00.680.00
12,23;522501301;08876-00.600.01
71,6;522510201;08876-00.610.00
4,3;586689801;08877-00.900.01
6,4;523345201;08878-00.600.05
7,69;574342001;08878-00.600.08
1,33;574275001;08878-00.600.10
1,45;525762001;08878-00.610.04
61,23;523115501;08878-00.620.00
9,91;522871701;08878-00.620.08
36,75;523340201;08878-00.660.00
8,31;523340701;08878-00.670.00
50,25;574303701;08878-00.810.00
6,96;522497501;08880-00.600.11
9,89;522497201;08880-00.600.26
3,94;523342801;08880-00.600.27
6,5;522497801;08880-00.600.29
6,69;525460101;08880-00.600.33
2,74;574392601;08880-00.600.60
5,14;576176101;08880-00.600.66
16,54;577365201;08880-00.600.73
45,46;523341501;08880-00.610.00
9,84;579469401;08880-00.610.05
9,13;523341601;08880-00.615.00
15,52;575503301;08880-00.630.00
23,55;577649001;08880-00.635.00
5,14;576966801;08880-00.640.00
5,24;576966701;08880-00.650.00
16,91;578393201;08880-00.670.00
6,31;586646501;08881-00.900.01
1,33;586646601;08881-00.900.02
1,5;586646801;08881-00.900.04
1,49;586646901;08881-00.900.05
1,33;586647101;08881-00.900.06
0,88;586647201;08881-00.900.07
1,5;586647301;08881-00.900.08
5,26;586647401;08881-00.900.09
0,83;586647501;08881-00.900.10
13,63;586647601;08881-00.900.11
1,74;586647701;08881-00.900.12
0,68;586647801;08881-00.900.13
1,33;586647901;08881-00.900.14
1,33;586648001;08881-00.900.15
39,17;586648101;08881-00.900.16
1,74;586648201;08881-00.900.17
18,2;586648301;08881-00.900.18
6,13;586648701;08881-00.900.21
18,31;586648401;08881-00.900.25
43,97;586649101;08881-00.901.00
17,96;586649201;08881-00.902.00
110,18;586649301;08881-00.903.00
49,65;525596901;08882-00.610.00
6,05;575862501;08882-00.701.00
6,96;587318501;08883-00.610.05
14,48;587319001;08883-00.610.10
4,02;587368401;08883-00.610.18
19,09;587319801;08883-00.611.00
3,84;587319901;08883-00.611.01
7,89;587320001;08883-00.611.02
84,16;587321801;08883-00.614.00
66,91;587263401;08883-00.620.00
2,07;587263901;08883-00.620.05
16,02;587282901;08883-00.620.22
13,01;587265701;08883-00.620.24
1,93;587265901;08883-00.620.26
2,26;587266201;08883-00.620.29
2,88;587781101;08883-00.620.34
50,25;582073701;08883-00.901.00
5,78;582074101;08883-00.902.00
2,02;576627001;08885-00.610.01
2,81;576630901;08885-00.630.03
32,27;582329701;08885-00.642.00
42,41;576712301;08885-00.680.00
5,7;576627601;08893-00.600.11
3,75;579619801;08893-00.600.62
3,93;579619901;08893-00.600.66
6,66;576768501;08893-00.630.00
20,9;588691101;08894-00.655.00
45,9;585661401;08894-00.660.00
41,21;576710901;08894-00.680.00
3,34;576712201;08895-00.610.03
5,53;576698401;08898-00.600.26
9,01;576698501;08898-00.600.31
3,53;576699101;08898-00.600.41
4,96;576709601;08898-00.600.61
54,86;582329901;08898-00.642.00
33,47;576697401;08898-00.680.00
31,42;577898501;08898-00.690.00
26,3;596830001;08899-00.700.00
7,44;588953801;08903-00.600.01
12,79;588953901;08903-00.600.02
1,63;588954001;08903-00.600.06
0,68;502158101;08903-00.600.11
12,97;588952501;08905-00.600.01
14,08;588952601;08905-00.600.02
2,45;588953001;08905-00.600.26
1,74;588932901;08905-00.600.31
1,57;588932801;08905-00.600.36
2,36;588953301;08905-00.600.41
1,82;588953401;08905-00.600.46
1,87;588953501;08905-00.600.51
3,02;588953601;08905-00.600.56
10,84;501139601;08906-00.600.02
12,03;501139701;08906-00.600.04
1,94;501425501;08906-00.610.00
2,82;520611401;08910-00.610.11
4,03;582415601;08911-00.610.00
4,49;582415301;08917-00.610.00
2,57;574426201;08928-00.600.01
7,37;590442701;08928-00.709.00
14,08;582538201;08970-00.610.06
7,58;582532501;08971-00.600.00
6,72;582527701;08972-00.600.00
7,25;582514801;08973-00.600.00
2;520611801;09290-00.000.00
1,73;520611901;09290-00.000.01
6,31;588515701;09332-00.900.01
10,95;588515801;09332-00.900.02
3,92;588515901;09332-00.900.03
13,39;588516001;09332-00.900.04
53,76;588516101;09332-00.900.05
18,37;588516201;09332-00.900.06
11,91;588516301;09332-00.900.07
2,07;588516401;09332-00.900.08
10,1;588516501;09332-00.900.09
53,76;591076701;09332-00.900.10
1,82;593857201;09332-00.900.11
13,32;591077501;09332-00.901.00
23,1;591077601;09332-00.902.00
6,31;588516601;09334-00.900.01
2,9;588516701;09334-00.900.02
3,72;588516801;09335-00.900.01
2,02;588516901;09335-00.900.02
10,36;588517001;09335-00.900.03
40,94;588517101;09335-00.900.04
7,02;588517201;09335-00.900.05
3,09;588517301;09335-00.900.06
9,94;588517401;09335-00.900.07
6,41;588517501;09335-00.900.08
1,49;588517601;09335-00.900.09
1,14;588517701;09335-00.900.10
44,35;590547101;09338-00.600.01
9,38;590547501;09338-00.600.05
2,88;590547801;09338-00.600.08
3,09;590547901;09338-00.600.09
3,24;590548001;09338-00.600.10
3,45;590548301;09338-00.600.11
1,82;590548901;09338-00.600.13
1,93;590549201;09338-00.600.15
1,93;590549301;09338-00.600.16
2;590549501;09338-00.600.17
1,79;590549801;09338-00.600.18
1,79;590550001;09338-00.600.19
3,25;590550101;09338-00.600.20
1,88;590570301;09338-00.600.21
2,39;593333701;09338-00.600.23
2,55;593334001;09338-00.600.24
0,83;593334301;09338-00.600.27
0,68;593334401;09338-00.600.28
62,21;593662501;09338-00.610.01
24,12;593662601;09338-00.610.02
21,04;590550801;09338-00.630.00
21,9;590551001;09338-00.630.02
2,52;590551201;09338-00.630.04
1,33;593335101;09338-00.630.06
19,03;590551401;09338-00.640.00
11,35;590551601;09338-00.640.02
31,46;593334701;09338-00.650.00
13,74;593335201;09338-00.660.00
60,58;598564901;09338-00.670.00
2,81;593961801;09339-00.600.03
9,08;593965901;09339-00.600.04
4,76;593962301;09339-00.600.06
6,19;593962201;09339-00.600.10
11,01;593962101;09339-00.600.11
25,19;594017001;09339-00.610.00
22,17;594016901;09339-00.620.00
3,52;593960901;09339-00.620.05
3,08;593962401;09339-00.630.00
12,69;594016601;09339-00.640.00
16,9;594980801;09339-00.650.00
24,35;594029501;09340-00.610.00
2,81;593966501;09340-00.610.03
27,16;594968201;09341-00.600.01
3,13;596975701;09341-00.600.02
12,08;594970401;09341-00.600.05
5,07;594977101;09341-00.600.06
3,02;594977301;09341-00.600.07
5,76;594976401;09341-00.600.08
1,82;594982401;09341-00.600.11
2,07;596750901;09341-00.600.16
5,14;594969901;09341-00.600.17
27,69;594981601;09341-00.600.24
1,45;596753501;09341-00.600.25
1,68;596972201;09341-00.600.28
1,33;596972301;09341-00.600.29
1,33;596750601;09341-00.600.31
1,79;596750501;09341-00.600.32
2,36;594979301;09341-00.600.39
1,73;597196901;09341-00.600.40
1,89;596971901;09341-00.600.41
14,27;594989701;09341-00.600.42
6,96;597206001;09341-00.612.00
91,63;594969601;09341-00.615.00
47,62;594969501;09341-00.615.02
5,63;595006101;09341-00.615.03
5,96;595006301;09341-00.615.04
4,27;597129201;09341-00.615.05
1,5;597146301;09341-00.615.06
4,27;597146101;09341-00.615.07
5,18;597146001;09341-00.615.08
16,86;597142201;09341-00.615.09
2,83;597143101;09341-00.615.10
2,89;597146401;09341-00.615.11
1,63;596747301;09341-00.615.13
1,01;597146601;09341-00.615.15
1,01;597146701;09341-00.615.16
1,33;597146801;09341-00.615.17
1,93;597146901;09341-00.615.18
1,7;597147001;09341-00.615.19
2,09;597144801;09341-00.615.20
1,7;597147101;09341-00.615.21
1,7;597147201;09341-00.615.22
1,7;597147401;09341-00.615.23
1,33;597129601;09341-00.615.24
2;597146501;09341-00.615.25
1,33;597129501;09341-00.615.26
1,7;597147501;09341-00.615.27
1,7;597147601;09341-00.615.28
2,7;597146201;09341-00.615.29
3,71;596751001;09341-00.615.30
16,04;597145701;09341-00.615.31
5,33;594981801;09341-00.620.01
2,63;596975201;09341-00.620.02
27,45;594981701;09341-00.621.00
2,07;597093901;09341-00.622.00
1,89;594982201;09341-00.622.03
57,91;594980301;09341-00.625.00
4,63;597006101;09341-00.630.02
6,71;595006401;09341-00.630.03
34,41;597006301;09341-00.630.04
14,54;597006401;09341-00.630.05
30,37;597006201;09341-00.630.06
2,43;597006501;09341-00.630.07
8,83;596340701;09343-00.600.01
11,08;596340801;09343-00.600.02
3,08;596339001;09343-00.610.00
5,36;596340401;09343-00.620.00
4,37;588450001;09805-00.611.01
5,81;588450101;09805-00.612.00
12,67;579836801;09805-00.620.00
19,88;582106001;09805-00.901.00
13,55;581680204;09807-00.600.01
