Price incl. 19 % VAT - valid from 01.01.2021;PNC;GARDENA Part Number
1,01;578469601;01732-00.900.23
19,43;578469801;01732-00.900.27
25,03;578470001;01732-00.900.29
1,01;578470101;01732-00.900.30
1,01;578470301;01732-00.900.32
17,05;578470401;01732-00.900.33
3,74;578470501;01732-00.900.34
7,88;578470601;01732-00.900.35
1,33;578470801;01732-00.900.36
1,01;578471101;01732-00.900.38
1,01;578471201;01732-00.900.39
0,68;578471301;01732-00.900.40
1,73;578471401;01732-00.900.41
1,81;578471501;01732-00.900.42
9,06;578471601;01732-00.900.43
5,58;578040401;01732-00.901.00
5,63;578471701;01734-00.900.01
2,45;578471801;01734-00.900.02
20,71;578471901;01734-00.900.03
78,87;578472001;01734-00.900.04
9,39;501448701;01734-00.900.05
9,16;578472101;01736-00.900.01
101,51;578472201;01736-00.900.02
1,12;578472301;01736-00.900.03
1,01;578472401;01736-00.900.04
24,75;578472601;01736-00.900.06
16,01;578472701;01736-00.900.07
14,91;578472801;01736-00.900.08
1,49;578472901;01736-00.900.09
1,14;578473001;01736-00.900.10
16,23;578473101;01736-00.900.11
9,25;578473301;01736-00.900.12
6,59;578473601;01736-00.900.13
7,32;578473701;01736-00.900.14
19,28;578473801;01736-00.900.15
1,33;578473901;01736-00.900.16
1,33;578474001;01736-00.900.17
2,55;578760301;01736-00.900.18
1,93;578760401;01736-00.900.19
1,01;578760501;01736-00.900.20
1,92;578760601;01736-00.900.21
33,84;578760801;01736-00.900.22
1,01;578761001;01736-00.900.23
0,83;578761501;01736-00.900.25
25,43;578761601;01736-00.900.26
11,66;578761701;01736-00.900.27
4,46;580670501;01736-00.900.28
1,01;580670601;01736-00.900.29
15,43;587436801;01736-00.900.30
16,46;587436901;01736-00.900.31
10,26;587437001;01736-00.900.32
9,39;501448801;01736-00.900.34
44,95;520405901;01739-00.641.00
7,09;520406001;01739-00.650.00
16,8;520406101;01739-00.900.01
4,84;585006301;01740-00.600.06
9,25;578761801;01740-00.900.01
5,27;578761901;01740-00.900.02
0,68;578762101;01740-00.900.04
1,33;578762301;01740-00.900.05
17,22;578762401;01740-00.900.06
1,75;578762501;01740-00.900.07
1,32;578762601;01740-00.900.08
13,96;578762801;01740-00.900.09
6,49;578763001;01740-00.900.10
10,81;578763101;01740-00.900.11
12,51;578763201;01740-00.900.12
2,21;578763301;01740-00.900.13
2,4;578763501;01740-00.900.14
1,01;578764901;01740-00.900.15
1,92;578765001;01740-00.900.16
1,8;584831801;01740-00.900.17
3,75;585006401;01740-00.900.18
1,7;587638101;01740-00.900.19
3,15;587636201;01740-00.900.20
1,7;587638201;01740-00.900.21
1,7;587638301;01740-00.900.22
5,27;578765101;01742-00.901.00
5,99;520406401;01743-00.900.01
1,12;520406501;01743-00.900.02
1,12;520406701;01744-00.900.02
5,49;520406801;01745-00.701.00
14,1;597225801;01748-00.600.08
1,75;597225901;01748-00.600.09
5,41;597226001;01748-00.600.10
2,07;597226201;01748-00.600.13
9,71;597238301;01748-00.600.15
7,32;597227201;01748-00.610.07
4,84;597227301;01748-00.610.09
1,33;597227401;01748-00.610.10
9,85;597227501;01748-00.612.00
9,13;597228101;01748-00.620.04
2,63;597228301;01748-00.620.06
1,82;597238701;01748-00.620.07
39,21;597228901;01748-00.622.00
2,4;598898301;01748-00.650.00
24,15;597281901;01748-00.901.00
1,3;586677501;01753-00.900.01
1,01;586677601;01753-00.900.02
36,12;586677701;01753-00.900.03
1,9;501068701;01753-00.900.05
13,83;585542001;01753-00.901.00
90,44;586677901;01753-00.902.00
18,47;586678001;01753-00.903.00
14,26;586678101;01754-00.900.01
59,58;586678201;01754-00.900.02
3,47;586678301;01754-00.900.03
2,37;586678401;01754-00.900.04
4,71;586678501;01754-00.900.05
1,01;586678601;01754-00.900.06
4,63;586678701;01754-00.900.07
1,82;586678801;01754-00.900.08
14,72;586678901;01754-00.900.09
29,3;588074101;01754-00.900.10
90,44;586679001;01754-00.901.00
108,53;586679101;01754-00.902.00
1,14;586679201;01755-00.900.01
14,26;586679301;01755-00.900.02
4,63;586679401;01755-00.900.03
14,72;586679501;01755-00.900.04
108,53;586679601;01755-00.901.00
44,3;588503301;01757-00.900.01
1,01;588503401;01757-00.900.02
1,01;588503601;01757-00.900.03
45,22;588503701;01757-00.900.04
0,99;588503801;01757-00.900.05
12,44;588504001;01757-00.900.06
2,37;588504301;01757-00.900.07
15,59;588504401;01757-00.900.08
1,01;588504501;01757-00.900.09
3,59;588504701;01757-00.900.11
13,47;588504801;01757-00.900.12
0,83;588504901;01757-00.900.13
21,86;588505001;01757-00.900.14
5,02;588505101;01757-00.900.15
0,83;588505201;01757-00.900.16
21,79;588505301;01757-00.900.17
25,97;588505401;01757-00.900.18
5,02;588505501;01757-00.900.19
6,46;588505601;01757-00.900.20
1,33;588505701;01757-00.900.21
4,22;588505801;01757-00.900.22
1,33;588505901;01757-00.900.23
2,48;588506001;01757-00.900.24
11,08;588506101;01757-00.900.25
18,04;588506201;01757-00.900.26
70,2;588506301;01757-00.900.27
5,3;588506401;01757-00.900.28
11,22;588506501;01757-00.900.29
15,84;588506601;01757-00.900.30
1,01;588506701;01757-00.900.31
10,35;588506901;01757-00.900.32
0,83;588507101;01757-00.900.33
7,38;588507301;01757-00.900.34
18,29;588507701;01757-00.900.35
10,16;588507801;01757-00.900.36
3,36;582050301;01757-00.900.37
12,46;597243101;01757-00.900.38
9,27;597243201;01757-00.900.39
3,77;597243301;01757-00.900.40
10,17;588507901;01757-00.901.00
9,51;581991401;01757-00.903.00
1,33;588523601;01758-00.900.01
54,82;588523701;01758-00.900.02
16,67;588523901;01758-00.900.03
19,43;588524201;01758-00.900.04
5,7;588524301;01758-00.900.05
7,09;588524401;01758-00.900.06
7,83;588524501;01758-00.900.07
0,68;588524601;01758-00.900.08
25,14;588524701;01758-00.900.09
9,14;588524801;01758-00.900.10
7,96;588525101;01758-00.900.11
2,45;588525201;01758-00.900.12
10,67;588525301;01758-00.900.13
75,55;588525401;01758-00.900.14
22,54;588525501;01758-00.900.15
7,96;588525601;01758-00.900.16
0,68;588525701;01758-00.900.17
14,51;588525801;01758-00.900.18
25,97;588525901;01758-00.900.19
6,31;588526001;01758-00.900.20
24,97;588526101;01758-00.900.21
6,59;588526201;01758-00.900.22
3,4;588526301;01758-00.900.23
1,73;588526401;01758-00.900.24
9,59;588526501;01758-00.900.25
0,68;588526601;01758-00.900.26
10,71;588526701;01758-00.900.27
10,73;597243501;01758-00.900.28
75,37;597243901;01758-00.900.31
11,08;597244101;01758-00.900.33
3,77;597244501;01758-00.900.36
8,23;597244601;01758-00.900.37
9,73;588526801;01758-00.901.00
25,81;588526901;01759-00.900.01
61,52;588527001;01759-00.900.02
84,99;588527101;01759-00.900.03
1,52;588527301;01759-00.900.04
11,96;588527501;01759-00.900.05
61,37;597244701;01759-00.900.06
84,74;597244901;01759-00.900.07
0,68;588527601;01760-00.900.01
9,38;588527701;01760-00.900.02
97,75;588527901;01760-00.900.04
1,01;588528001;01760-00.900.05
13,92;588528201;01760-00.900.07
6,72;588528301;01760-00.900.08
25,01;588528401;01760-00.900.09
9,01;588528501;01760-00.900.10
11,39;588528601;01760-00.900.11
1,01;588528801;01760-00.900.13
1,12;588529001;01760-00.900.14
61,52;588529101;01760-00.900.15
85,89;588529301;01760-00.900.16
24,86;588529401;01760-00.900.17
6,18;588529501;01760-00.900.18
28,49;501124701;01760-00.900.21
1,01;501135601;01760-00.900.22
15,85;501197201;01760-00.900.23
2,61;501197301;01760-00.900.24
61,37;597245001;01760-00.900.25
85,64;597245101;01760-00.900.26
12,27;598860301;01762-00.600.11
5,13;598937201;01762-00.600.21
2;599128401;01762-00.600.46
1,09;598970801;01762-00.600.89
0,99;598970401;01762-00.600.93
1,43;598860201;01762-00.600.96
1,98;598972701;01762-00.610.41
15,33;598859501;01762-00.630.00
21,07;598950201;01762-00.650.00
9,97;598942901;01762-00.652.00
9,51;598943601;01762-00.653.00
7,72;598944601;01762-00.654.00
5,43;598949701;01762-00.655.01
1,01;598949801;01762-00.655.06
58,77;520406901;01763-00.900.01
2,75;520407001;01763-00.900.02
33,28;520407101;01763-00.900.03
68,31;520407201;01763-00.900.04
24,34;520407301;01763-00.900.05
99,98;520407401;01763-00.900.06
90,44;520407701;01763-00.900.09
15,72;598926901;01764-00.600.06
8,12;598927101;01764-00.600.11
1,63;598970301;01764-00.600.83
1,14;598972401;01764-00.600.84
1,01;598973001;01764-00.600.87
2,06;598972801;01764-00.600.88
14,17;598914101;01764-00.620.00
14,59;598916101;01764-00.630.00
16,91;598922001;01764-00.640.00
8,33;598925501;01764-00.650.00
21,93;598960601;01764-00.660.00
7,53;598956001;01764-00.661.00
2,37;598978301;01766-00.600.11
3,75;598979201;01766-00.600.41
1,49;598983601;01766-00.600.46
2,06;599252501;01766-00.600.86
6,4;598963301;01766-00.610.00
9,32;598974601;01766-00.630.00
1,01;598974801;01766-00.630.01
9,32;598974201;01766-00.631.00
24,4;520408201;01767-00.900.02
24,1;520408401;01767-00.900.04
21,25;598858801;01768-00.600.16
14,52;598984101;01768-00.600.21
19,43;598984301;01768-00.600.36
2,55;599128501;01768-00.600.41
17,72;599138101;01768-00.600.46
1,63;599125201;01768-00.600.82
4,97;598981401;01768-00.620.00
14,17;598981501;01768-00.630.00
14,59;598982301;01768-00.640.00
4,88;520408701;01769-00.900.03
14,8;520408801;01769-00.900.04
8,97;520408901;01769-00.900.05
2,48;520409001;01769-00.900.06
15,11;520409201;01769-00.900.08
2,57;520409301;01769-00.900.09
3,57;520409501;01769-00.900.11
12,42;520409901;01769-00.900.15
4,21;577761101;01770-00.600.01
20,22;520410201;01770-00.900.01
13,03;520410301;01770-00.900.02
1,12;520410501;01770-00.900.04
10,35;520410601;01770-00.900.05
29,51;520410701;01770-00.900.06
3,99;520411101;01770-00.900.10
23,9;520411301;01770-00.900.12
42,59;520411401;01770-00.900.13
5,21;520411501;01770-00.900.14
7,14;520411601;01770-00.900.15
27,32;520411701;01770-00.900.16
13,04;520411801;01770-00.900.18
16,04;520411901;01770-00.900.19
1,75;520412001;01770-00.900.20
6,19;520412101;01770-00.900.21
2,13;520412201;01770-00.900.22
4,64;520412301;01770-00.900.23
49,39;520412401;01770-00.900.24
18,81;520412501;01770-00.900.25
90,44;520412601;01770-00.900.26
7,88;520412701;01770-00.900.27
1,43;520412801;01770-00.900.28
4,39;521947801;01770-00.900.29
9,04;521947901;01770-00.900.30
5,4;580670701;01770-00.900.31
14,29;580670801;01770-00.900.32
2,26;580671101;01770-00.900.33
1,01;580670901;01770-00.900.34
1,14;580671201;01770-00.900.35
124,37;580671301;01770-00.900.36
26,8;584655401;01770-00.900.37
57,31;520413101;01772-00.900.02
17,68;520413201;01772-00.900.04
90,44;520413301;01772-00.900.05
20,63;599138001;01773-00.600.16
23,72;520413801;01774-00.900.04
14,35;520414301;01775-00.900.01
167,22;587071301;01775-00.900.02
90,44;520414401;01775-00.900.03
21,87;520414501;01775-00.900.04
12,63;520414701;01777-00.900.01
2,57;520414801;01777-00.900.02
23,73;520415001;01780-00.900.01
3,93;520415101;01780-00.900.02
4,14;520415301;01780-00.900.05
0,83;510199801;01780-00.900.06
4,12;520415601;01782-00.900.02
12,48;520415701;01782-00.900.03
9,01;520415801;01782-00.900.05
11,53;510250701;01783-00.900.01
1,77;510250801;01783-00.900.02
22,41;510250901;01783-00.900.03
7,41;510251001;01783-00.900.04
12,17;520416201;01784-00.900.02
21,44;575524501;01785-00.900.01
18,11;520416601;01786-00.901.00
34,78;520416701;01786-00.902.00
13,17;520416801;01790-00.900.01
14,99;520416901;01791-00.900.01
11,85;520417101;01792-00.900.02
12,48;520417301;01794-00.900.02
35,85;510251501;01795-00.900.01
12,38;520417601;01796-00.900.01
26,19;510251901;01797-00.900.02
14,59;520418101;01798-00.900.02
3,34;520418401;01798-00.900.05
52,21;510252001;01802-00.900.01
38,14;520418601;01805-00.650.00
38,14;520418801;01810-00.702.00
6,44;520418901;01815-00.600.23
4,87;523735801;01815-00.610.01
1,82;520419001;01815-00.610.27
3,39;523735901;01815-00.610.28
1,82;520419101;01815-00.610.38
4,26;520419201;01815-00.614.00
4,31;520419301;01815-00.617.00
4,77;520419401;01815-00.630.00
8,56;520419501;01815-00.706.00
26,2;520419601;01815-00.707.00
65,08;520419701;01815-00.708.00
32,48;520419901;01815-00.742.00
5,49;520420001;01815-00.743.00
8,47;520420101;01815-00.791.00
19,06;520420401;01820-00.630.00
25,42;525724101;01825-00.510.00
5,14;520420601;01825-00.600.01
3,08;520421001;01830-00.600.11
4,21;520421201;01830-00.600.26
1,01;520421301;01830-00.600.31
38,14;520421401;01830-00.610.00
5,63;520421501;01830-00.620.00
25,25;520421601;01833-00.610.01
65,08;520421701;01833-00.702.00
25,42;520421801;01835-00.610.00
38,14;574485701;01860-00.510.00
5,91;520421901;01860-00.600.01
7,72;520422001;01860-00.600.06
2,74;522773801;01860-00.610.36
32,45;520422201;01860-00.740.00
65,08;585548601;01862-00.510.00
3,38;520422401;01862-00.610.50
65,08;580848001;01862-00.620.00
65,08;579817201;01864-00.520.00
2,36;520422601;01864-00.610.36
65,08;585600401;01866-00.510.00
33,38;520422701;01866-00.600.02
65,08;585548701;01874-00.510.00
11,22;577797601;01874-00.600.11
18,5;577797701;01874-00.600.16
4,4;577797801;01874-00.600.21
5,85;577797901;01874-00.600.26
65,08;577797201;01874-00.610.00
25,44;577797301;01874-00.620.00
58,69;578378701;01874-00.700.00
8,95;578183701;01874-00.710.00
25,42;587372801;01881-00.510.00
6,31;584838201;01881-00.600.01
8,63;584838301;01881-00.600.06
33,31;586610901;01881-00.700.00
25,42;587373201;01883-00.510.00
38,14;587373501;01885-00.510.00
19,06;595271501;01887-00.610.00
19,06;595273501;01888-00.610.00
25,42;595269601;01890-00.610.00
38,14;598842601;01891-00.711.00
65,08;595107101;01892-00.610.00
1,93;523768301;01905-00.600.45
1,01;523769301;01910-00.600.11
1,01;520422901;01915-00.600.42
1,01;520423001;01915-00.600.51
2,37;520423201;01927-00.600.12
2,44;520423301;01927-00.600.21
2,37;520423401;01929-00.600.12
2,37;520423501;01929-00.701.00
2,37;520423701;01931-00.600.24
2,36;523771301;01931-00.600.28
1,7;520424001;01931-00.600.57
2,37;520424201;01940-00.610.13
1,01;520424301;01940-00.610.18
1,82;576218501;01950-00.630.00
2,8;520424501;01955-00.600.12
1,01;520424701;01963-00.690.17
6,4;520424801;01968-00.615.00
1,96;520424901;01976-00.600.51
1,7;520425001;01976-00.600.68
1,7;520425201;01976-00.706.00
47,66;520425301;01979-00.710.00
10,52;520425401;01980-00.731.00
1,01;520425501;02000-00.000.14
1,12;520425601;02015-00.600.21
4,21;520426101;02060-00.610.00
3,65;576192901;02082-00.620.06
3,65;576192902;02082-00.620.07
20,34;520426201;02105-00.620.00
0,83;520426501;02110-00.600.40
5,93;520426601;02110-00.600.45
1,82;520426901;02150-00.610.06
1,93;520427001;02150-00.610.12
27,77;520427101;02150-00.630.00
1,33;520427501;02165-00.600.27
2,4;520427801;02165-00.600.43
2,23;520428101;02170-00.610.32
11,84;520428201;02170-00.610.34
2,45;520428401;02179-00.600.65
43,97;520428601;02179-00.610.00
4,12;520428801;02179-00.620.00
4,08;520429001;02179-00.800.66
37,7;520429901;02185-00.830.00
0,83;520430101;02210-00.600.56
1,33;520430401;02300-00.500.15
41,88;520430601;02300-00.510.00
3,92;520431101;02300-00.600.21
1,93;523827301;02300-00.600.23
1,93;520431201;02300-00.600.24
5,4;520431401;02300-00.600.51
8;520431601;02300-00.800.01
54,44;520432001;02302-00.510.00
71,2;520432101;02304-00.510.00
0,83;520432201;02315-00.600.01
3,07;520432401;02320-00.000.27
1,7;520432501;02320-00.000.29
12,61;520432601;02320-00.003.00
2,5;520432901;02330-00.000.01
1,92;520433001;02330-00.000.02
28,54;576768001;02340-00.600.00
35,99;576768301;02342-00.600.00
39,98;576768401;02343-00.600.00
1,82;520433201;02345-00.000.03
25,44;520433401;02345-00.610.00
1,76;523832501;02345-00.610.02
28,54;520433801;02346-00.610.00
1,89;523833401;02346-00.610.02
31,46;520434101;02354-20.000.00
1,3;520434301;02380-00.600.08
1,3;520434401;02380-00.600.14
1,3;520434601;02380-00.621.18
5,49;520434701;02380-50.600.02
13,59;520434801;02385-00.620.00
2,46;520434901;02390-00.000.01
1,55;520435001;02390-00.000.16
23,44;520435101;02390-00.055.00
11,33;520435201;02390-00.072.00
9,27;520435301;02390-00.074.00
1,33;520435401;02390-00.100.04
4,45;520435901;02401-00.600.16
2,68;520436001;02401-00.600.21
12,29;520436101;02401-00.600.31
9,98;520436401;02401-00.630.00
20,4;520436501;02401-00.710.00
39,23;520436601;02401-00.799.00
4,47;520437101;02402-00.600.41
5,83;520437201;02402-00.600.49
2,36;520437301;02402-00.600.51
11,2;520437401;02402-00.600.52
3,11;523842101;02402-00.600.57
9,98;520437601;02402-00.640.00
1,92;520437701;02402-00.640.01
20,56;520437801;02402-00.710.00
49,36;520437901;02402-00.799.00
4,53;520438101;02403-00.600.06
11,48;520438201;02403-00.610.00
49,36;520438301;02403-00.799.00
49,5;520438501;02404-00.600.76
16,51;520438701;02404-00.600.78
1,21;523848601;02404-00.600.86
3,06;520438901;02404-00.600.88
2,34;520439101;02404-00.610.11
11,48;520439501;02404-00.650.00
33,39;520439601;02404-00.710.00
38,72;520439701;02404-00.788.00
13,73;520439801;02406-00.010.00
4,43;520439901;02406-00.881.00
2,61;520440001;02407-00.600.06
49,36;520440101;02407-00.799.00
31,52;520440401;02414-00.620.00
31,52;520440501;02414-00.630.00
35,97;520440601;02414-00.652.00
5,09;520440801;02415-00.600.31
3,4;520440901;02415-00.600.32
4,57;520441101;02415-00.600.51
4,3;520441201;02415-00.600.52
1,4;520441401;02415-00.600.56
1,21;520441501;02415-00.600.57
53,93;520441801;02415-00.630.00
15,62;520441901;02415-00.650.16
9,57;520442001;02415-00.651.00
22,76;520442101;02415-00.653.00
94,38;520442201;02415-00.711.00
179,64;520442301;02415-00.720.00
12,71;520442501;02417-00.600.01
5,64;520442901;02417-00.600.27
8,72;520443301;02417-00.600.36
82,42;520443601;02417-00.610.00
8,82;520443701;02417-00.640.00
47,35;520443801;02417-00.730.00
2,67;520444501;02440-00.900.10
2,98;520448101;02472-00.600.03
2,76;520448301;02472-00.600.10
5,93;520448501;02472-00.600.33
3,82;520448901;02472-00.600.77
2,31;587806401;02491-00.510.00
4,05;520449601;02491-00.610.16
1,82;520449701;02500-00.600.32
3,13;520449801;02500-00.600.37
1,93;520449901;02500-00.600.41
0,68;520450001;02500-00.600.46
0,83;520450101;02500-00.600.48
27,38;520450301;02500-00.610.00
29,57;520451201;02510-00.610.00
2,2;520452001;02540-00.600.02
8,57;520452101;02540-00.610.00
49,04;520452301;02542-00.713.00
0,83;520452401;02546-00.600.28
20,38;520452501;02546-00.600.31
49,55;520453001;02548-00.611.00
2,36;520453901;02555-00.600.34
4,39;520454201;02555-00.600.60
1,93;520454301;02555-00.600.73
2,58;520454501;02555-00.600.90
9,98;520454701;02555-00.640.00
4,28;520454801;02555-00.650.06
5,6;520455101;02555-00.753.00
5,12;520455201;02555-00.754.00
2,23;520455301;02558-00.600.21
49,24;520455401;02558-00.610.00
21,25;520455601;02558-00.713.00
21,93;520456001;02560-00.751.00
4,51;520456201;02565-00.600.11
2,88;520456401;02565-00.600.22
3,89;520456501;02565-00.600.23
3,75;520456701;02565-00.600.26
1,32;520456801;02565-00.600.36
2,02;520457001;02565-00.600.63
2;520457101;02565-00.600.78
11,48;520457501;02565-00.650.00
11,91;520457601;02565-00.714.00
22,11;520457801;02565-00.751.00
35,46;520458501;02578-00.660.00
47,01;520458601;02578-00.690.00
30,67;520459101;02580-00.610.00
10,61;520459201;02580-00.900.01
2,07;520459301;02586-00.600.43
1,3;520459601;02586-00.600.49
10,63;520459701;02586-00.600.85
1,63;520459901;02586-00.610.03
8,51;520460001;02586-00.615.00
31,12;520460101;02586-00.630.00
51,54;520460201;02586-00.635.00
54,79;520460501;02586-00.690.00
27,7;520460701;02586-00.700.71
22,49;520460901;02586-00.701.01
42,92;520461901;02591-00.640.00
15,21;520462101;02591-00.900.01
14,11;520462401;02594-00.631.00
49,25;520462501;02594-00.640.00
29,35;520462601;02594-00.650.00
8,6;520462801;02594-00.670.47
32,74;520462901;02594-00.680.00
84,16;520463001;02594-00.702.00
50,25;520463301;02595-00.610.00
1,63;520463401;02595-00.610.04
3,92;577441801;02595-25.670.06
57,58;520463701;02596-00.610.00
67,01;520464001;02597-00.610.00
7,63;520464201;02600-00.600.01
7,47;520464301;02600-00.600.06
1,01;520464601;02602-00.600.06
5,31;520464801;02602-00.901.00
6,85;520465101;02605-00.600.20
5,21;520465201;02605-00.701.00
2,08;520465501;02610-00.000.06
1,49;520465601;02610-00.000.07
1,4;520466101;02610-00.008.13
2,26;520466301;02610-00.009.02
1,43;520466401;02610-00.102.06
1,04;520466501;02610-00.600.11
5,95;520466701;02610-00.600.26
5,43;520466801;02610-00.600.31
21,88;520467201;02610-00.792.00
9,62;520467301;02613-00.600.01
9,62;520467401;02613-00.600.06
20,77;520467501;02613-00.600.16
17,09;520467601;02613-00.600.17
8,35;520467701;02613-00.600.18
4,89;520467801;02613-00.600.19
1,01;520467901;02613-00.600.25
21,21;520468001;02613-00.600.31
10,9;520468101;02613-00.600.36
10,89;520468201;02613-00.610.00
12,99;520468401;02613-00.900.00
9,31;520468601;02620-00.600.08
7,21;520468701;02620-00.610.00
14,4;520468801;02620-00.799.00
10,33;520468901;02623-00.600.16
10,35;520469001;02623-00.600.21
10,53;520469101;02623-00.600.31
1;520469301;02625-00.600.16
2,44;520469401;02625-00.600.42
2,18;520469501;02625-00.600.91
7,32;520469601;02625-00.712.00
23,01;520469801;02631-00.600.11
2,67;520469901;02631-00.600.16
5,38;520470701;02638-00.600.21
3,99;520470801;02638-00.600.26
3,87;520471501;02641-00.600.26
4,21;520471601;02641-00.600.41
3,24;520473401;02647-00.600.36
26,64;520474001;02648-00.600.21
1,82;520474501;02648-00.600.42
2,37;581368601;02648-00.600.62
2,23;520475101;02648-00.600.79
0,76;520475201;02648-00.600.80
0,83;520475301;02648-00.600.86
1,32;523908001;02648-00.600.89
4,21;520475801;02648-00.790.00
10,67;520475901;02648-00.799.00
18,84;520476101;02650-00.600.16
11,03;520476201;02650-00.600.21
3,62;520476301;02650-00.600.46
3,53;520476401;02650-00.600.66
2,45;520476501;02650-00.600.76
21,29;520476601;02650-00.600.86
14,78;520476901;02650-00.605.00
7,94;577145201;02650-00.690.00
6,5;520477101;02650-00.711.00
16,37;520477301;02650-00.901.00
7,44;520477401;02650-00.902.00
22,88;576175501;02662-00.600.11
7,24;576175701;02662-00.610.01
14,57;576175801;02662-00.610.06
3,86;576887901;02662-00.610.16
5,96;576854401;02662-00.710.00
6,35;587650101;02662-00.731.00
2,51;520477801;02665-00.600.31
2,26;520477901;02665-00.600.76
3,24;520478001;02665-00.701.00
3,21;520478301;02671-00.600.46
1,56;520478501;02671-00.600.67
7,14;520479101;02671-00.600.90
7,04;520479501;02671-00.690.03
16,61;520479601;02671-00.707.00
18,87;520479701;02674-00.600.01
15,02;520480001;02676-00.600.01
15,02;520480101;02676-00.600.06
6,22;520480201;02676-00.600.11
4,57;520480301;02676-00.600.16
6,96;520480501;02676-00.600.66
1,79;520480601;02676-00.600.96
15,77;520480701;02676-00.610.11
8,77;520480801;02676-00.610.21
28,1;520480901;02676-00.620.00
46,31;520481201;02676-00.830.00
26,7;523920701;02678-26.801.00
12,91;577228601;02681-00.600.18
12,91;577228801;02681-00.600.23
8,77;523922101;02681-00.600.31
5,52;520481501;02681-00.600.36
0,99;520481601;02681-00.600.41
4,57;574498701;02681-00.600.42
46,62;523925901;02683-00.610.00
1,04;523928001;02683-20.990.01
7,51;523929301;02684-00.600.01
26,44;525446901;02684-00.600.07
26,56;525447001;02684-00.600.12
5,49;523929901;02684-00.600.32
80,57;523930101;02684-00.610.00
16,31;523931401;02684-00.611.01
14,29;523931501;02684-00.611.06
9,71;523931601;02684-00.611.11
1,54;523931701;02684-00.611.16
39,27;523932601;02684-00.620.00
12,28;523932701;02684-00.620.01
16,2;523933001;02684-00.630.00
20,62;523933201;02684-00.630.06
20,04;523933701;02684-00.640.01
20,04;582372401;02684-00.640.02
11,7;523933801;02684-00.640.06
14,41;523933901;02684-00.650.00
1,92;523934401;02684-00.650.21
14,41;582373901;02684-00.670.00
5,39;523935101;02684-00.730.00
6,69;588222501;02684-00.760.00
8,04;520481801;02690-00.600.12
9,39;520481901;02690-00.600.16
2,86;520482101;02690-00.600.36
15,76;520482501;02691-00.600.11
9,37;592948901;02691-00.724.00
0,89;520482601;02711-00.000.01
1,14;520482701;02711-00.000.06
3,52;520482901;02719-00.002.12
7,72;529300101;02722-00.600.06
6,56;529300201;02722-00.600.11
6,44;529300301;02722-00.600.12
5,24;529300401;02722-00.600.16
2,98;573985301;02724-00.600.06
19,92;574362701;02724-00.610.00
8,98;596719801;02739-00.701.00
8,98;592920901;02740-00.701.00
1,01;520483301;02750-00.900.01
5,49;599629601;02758-00.901.00
3,75;520484101;02801-00.700.00
4,05;520484201;02802-00.700.00
1,27;520484301;02816-00.101.12
9,09;520484401;02817-00.600.00
6,96;520484601;02847-00.600.21
2,37;520484701;02847-00.600.32
1,01;523975901;02847-00.600.39
6,76;520484801;03106-00.600.07
4,74;588923901;03108-00.600.01
5,77;588924001;03108-00.600.06
19,31;588924101;03108-00.600.11
1,96;501123901;03108-00.600.16
0,83;579811301;03108-00.600.21
3,71;520484901;03110-00.600.06
2,45;520485001;03110-00.600.08
8,7;520485101;03110-00.600.09
1,77;520485201;03110-00.620.01
3,96;520485301;03110-00.630.00
3,09;590814101;03115-00.600.06
1,84;590814501;03115-00.600.12
9,09;590814601;03115-00.600.13
3,39;590814402;03115-00.600.21
7,89;590814201;03115-00.610.01
4,44;597419901;03120-00.600.06
5,33;520485401;03189-00.100.01
2,07;520485701;03196-00.100.02
8,15;520486001;03230-00.600.11
11,38;520486101;03230-00.600.16
2,24;524030101;03232-00.600.13
3,02;520486201;03232-00.600.33
5,09;575542501;03240-00.798.00
9,46;575542601;03240-00.799.00
10,59;575542701;03241-00.799.00
7,87;577971401;03242-00.500.01
8,77;577971201;03243-00.500.01
8,46;575524801;03250-00.600.01
9,95;575524901;03251-00.600.01
1,14;575525001;03251-00.600.02
8,39;580378201;03255-00.610.00
18,27;580355601;03260-00.600.06
43,13;580349701;03260-00.610.00
63,63;580772801;03260-00.710.00
14,54;581868101;03260-00.730.00
1,76;520486501;03500-00.000.06
5,99;576687801;03501-00.600.16
1,87;578299701;03501-00.600.35
3,4;578760201;03501-00.610.00
3,87;577340901;03517-00.600.21
2,39;520486601;03519-00.010.08
6,59;520486901;03567-00.600.51
2,46;520487001;03567-00.600.55
10,61;520487101;03567-00.780.66
4,51;576700701;03621-00.600.11
14,46;590830901;03651-00.610.00
2,99;520487301;03703-00.600.14
18,16;521913301;03711-00.799.00
3,21;520487501;03712-00.600.02
5,4;520487601;03712-00.600.15
3,75;520487701;03712-00.610.02
2,96;520487801;03712-00.620.11
6,87;520487901;03712-00.620.16
8;520488001;03712-00.620.21
19,46;521913401;03712-00.799.00
3,9;520488101;03713-00.600.13
3,06;520488201;03715-00.600.02
4,46;520488401;03715-00.600.20
3,22;593867301;03719-00.600.16
12,36;593866201;03719-00.610.00
3,22;593946101;03719-00.610.21
1,79;587107401;03721-00.600.12
4,39;587060501;03721-00.600.13
1,93;587060601;03721-00.600.18
2,89;587060701;03721-00.600.19
3,15;587060801;03721-00.600.21
3,26;587061301;03721-00.600.30
3,18;520488501;03728-00.600.16
7,77;580671401;03771-00.701.00
